UNITNAME,code,colour
Yaloginda_Formation,A_NOy_xf_cib,#FEDC6E
Warambie_Basalt,A_WCw_b,#C4FEC6
Woora_Woora_Formation,P__DIw_ss,#FAE7B6
Mundadjini_Formation,P__SUm_ss,#F9DF9E
Nooloo_Formation,P__TAn_kt,#F7D886
Boondawari_Formation,P___bo_sepg,#EFB00D
Ahern_Formation,P___ah_stq,#FECBA8
Bresnahan_Group,P__BR_s,#DDD5BC
Pilbara_Craton_granitic_unit,A_g_P,#FEAEA9
Murchison_Supergroup,A_MU_mu,#D8FFD9
Windimurra_Igneous_Complex__border_zone,A_ANwb_mog,#0F9B99
Annean_Supersuite,A_AN_od,#86ECD2
Annean_Supersuite,A_AN_mg,#EDB2CA
Racecourse_Tonalite,A_ANrc_mg,#F698C6
Barlangi_Granophyre,AP___bg_gv,#FEBAEA
Norie_Group,A_NO_msmz,#BEB477
Greenbushes_Pegmatite,A__ge_gp,#F65997
Skates_Hills_Formation,P__SUs_xkds_s,#F9DF9E
Mungarinya_Monzogranite,A_STug_gmp,#FEBFBA
Cundaline_Formation,A_GCu_s,#D4D3A5
Buldya_Group__upper,P__BUU_sf,#FED3AA
Clutterbuck_Formation,P_E__cl_sz,#FFEDDD
Sally_Malay_Suite,P__SM_xo_a,#E9E6FE
Mount_Parker_Formation,P___mp_s,#F3EFF1
Wade_Creek_Formation,P___wc_s,#FDC45D
Lamboo_Province_ultramafic_intrusive_unit,P__a_LM,#BCB3FD
Woodward_Dolerite,P___wd_mod,#78DEA4
South_Whundo_Monzogranite,A_OPso_gm,#FD5E53
Westralia_Sandstone,P_CLw_ss,#9DD7FB
North_Whundo_Intrusion,A_STnw_o,#A5E9C3
Milli_Milli_Inlier_greenstones,A_s_PMI,#E3DDDB
Tchukardine_Formation,P__DIt_ss,#FAE7B6
Elizabeth_Hill_Supersuite,A_EH_g,#FA46BE
Strelley_Pool_Formation,A_PIs_xs_c,#CEEBFD
Mount_Sholl_Intrusion,A_STms_xo_a,#A5E9C3
Narryer_Terrane_greenstones,A_b_YNA,#C4FEC6
Jilyili_Formation,P__MVj_ss,#FAD1C1
Glass_Spring_Formation,P__MVg_st,#F9C2AC
Choorun_Formation,P__TAc_sg,#F7D886
Yamarna_Terrane_greenstones,A_xmws_mfs_YYA,#63FD67
Red_Rock_Formation,P___rk_xs_bb,#D1DBDE
Dougalls_Suite,P__DO_jmgt_mw,#FE9E98
Milli_Milli_Inlier_greenstones,A_b_PMI,#C4FEC6
Eastern_Goldfields_Superterrane_greenstones,A_xb_f_YEG,#C4FEC6
Radio_Hill_Intrusion,A_STrh_xo_a,#A5E9C3
Woodbrook_Formation,A_WHw_f,#FED473
Dingo_Intrusion,A_STdi_xo_a,#A5E9C3
Waloo_Waloo_Monzogranite,A_MRwa_gm,#FE9E98
Archean__Proterozoic_metasiliciclastic_unit,AP__mtq_WAC,#E4E0C3
Brownrigg_Sandstone,P__TAb_st,#FCEFCF
Wongarlong_Formation,P__TAo_ssqv,#F7D886
Yandanunyah_Formation,P__TAy_sk,#F5D06E
Helicopter_Siltstone,P___he_sf,#FEE5D4
Sally_Downs_Supersuite,P__SD_g,#FE9E98
Throssell_Range_Group,P__TH_xs_kx,#D8A79B
Dalton_Suite,A_DA_xo_a,#78DEA4
Edmund_Group__Depositional_package_4,P__MEP4_xs_k,#F9E1B8
Burtville_Terrane_greenstones,A_u_YBU,#B1A6FC
Lennis_Sandstone,EO__le_st,#EFBEE7
Willy_Willy_Formation,P__MSy_kds,#F2C471
Wongawol_Formation,P__EMo_sf,#D5B9AA
Malmac_Granite,A__mc_gm,#FE9E98
Hatfield_Formation,A__hf_md,#BFB1AC
South_West_Terrane_greenstones,A_xmi_mb_YSW,#53B9F8
Youanmi_Terrane_greenstones,A_mwa_YYO,#63FD67
Jimberlana_Norite,P__WIji_xo_a,#4BD386
Youanmi_Terrane_greenstones,A_xc_o_YYO,#6BC3F9
Yilgarn_Craton_granites,A_mgi_Y,#FEAEA9
Youanmi_Terrane_greenstones,A_xmc_mwa_YYO,#3AAFF7
Yilgarn_Craton_granites,A_gmys_Y,#FECFCB
Woblegun_Formation,P__MNw_sf,#F7B297
Waroongunyah_Formation,P__TAw_ktsv,#F9DF9E
Barrambie_Igneous_Complex,A_ANbm_xony_am,#88E092
Oldham_Sandstone,P___ol_stz,#F2C471
Yilgarn_Craton_granites,A_xmgni_mwa_Y,#FEBFBA
Lake_Medcalf_Igneous_Complex,A__lm_og,#5DDB6A
Maggie_Hays_Formation,A__mh_xbb_s,#66EE70
Muja_Coal_Measures,P_CLm_snh,#9DD7FB
Panton_Suite,P__PT_xmo_ma,#D3CCFD
Duck_Creek_Dolomite,P__WYd_kd,#EFCFA3
Lander_Rock_Formation,P___lr_mh,#EEE4A4
Angas_Hill_Formation,P_E__ag_sg,#FFEDDD
Yamarna_Terrane_greenstones,A_mwa_YYA,#63FD67
Narryer_Terrane_greenstones,A_mba_YNA,#3CFD41
Narryer_Terrane_metagranitic_unit,A_xmgn_mb_YNA,#FEAEA9
Kiwirrkurra_Formation,P___kr_sp,#D1DBDE
Heavitree_Formation_and_Bitter_Springs_Group,P__HB_xs_k,#FEDCBB
Panorama_Formation,A_WAp_f,#FED656
Pilbara_Craton_greenstones,A_mhs_P,#DAD2CF
Lamboo_Province_ultramafic_intrusive_unit,P__ap_LM,#A699FC
Paleozoic_siliciclastic_units__Canning_Basin,PZ_s_CA,#EAEDFE
Quadrio_Formation_and_Cornelia_Sandstone,P___qc_ss,#EEB041
Googhenama_Formation,P__TAg_sg,#F5D06E
Fortescue_Group,A_FO_xb_s,#D5D7B6
Honman_Formation,A__hm_c,#72BDFD
Albert_Edward_Group,P__AL_s,#DFB9AF
Texas_Downs_Formation,P___td_xs_bb,#C6D2D6
Youanmi_Terrane_greenstones,A_u_YYO,#B1A6FC
Munyu_Sandstone,P___my_st,#AAAAA2
Youanmi_Terrane_greenstones,A_xmwa_mc_YYO,#76FE7A
Pilbara_Supergroup,A_PI_xmwa_g,#76FE7A
Flat_Rocks_Tonalite,A_MBfr_mgt,#FD319A
Hidden_Basin_beds,P___hi_ss,#FEDCBB
Murchison_Supergroup,A_MU_bs,#D8FFD9
Bonney_Downs_Monzogranite,A_SRbo_gm,#FD7E75
Coondamar_Formation,A_NUc_xmd_mw,#FBDAC3
Burtville_Terrane_greenstones,A_mu_YBU,#B1A6FC
Burtville_Terrane_greenstones,A_xb_s_YBU,#C4FEC6
Burtville_Terrane_greenstones,A_s_YBU,#E3DDDB
Yilgarn_Craton_granites,A_gn_Y,#FD5E53
Jungar_Suite,A_JU_xmg_mb,#FA98BE
Chunderloo_Monzogranite,A_JUcl_mgms,#FA98BE
Norie_Group,A_NO_b,#8AFE8D
Northern_Foreland_metagranitic_unit,A_mgm_AFON,#FEBFBA
Youanmi_Terrane_greenstones,A_xbb_cl_YYO,#9EFEA0
Wanna_Formation,OS__wa_st,#F4D0FE
Wirrildar_beds,E__wr_xst_kd,#EAA8DF
Giles_Suite_1,P__WKg1_xo_a,#6EE9C8
Big_Bell_Suite,A_SDB_gmfe,#EE9894
Burtville_Terrane_greenstones,A_f_YBU,#FEE79F
Burtville_Terrane_greenstones,A_b_YBU,#C4FEC6
Yamarna_Terrane_greenstones,A_mfsf_YYA,#FEE79F
Yamarna_Terrane_greenstones,A_mds_YYA,#DAD2CF
Burtville_Terrane_greenstones,A_xmwa_mdqj_YBU,#63FD67
Turkey_Hill_Formation,P___tk_ss,#DDE4E6
Burtville_Terrane_greenstones,A_cc_YBU,#6BC3F9
Yilgarn_Craton_granites,A_xmgss_mwa_Y,#FECFCB
Burtville_Terrane_greenstones,A_xmos_mgss_YBU,#4BD386
Burtville_Terrane_greenstones,A_xbb_md_YBU,#B1FEB3
Burtville_Terrane_greenstones,A_xmws_mfs_YBU,#63FD67
Burtville_Terrane_greenstones,A_mnfq_YBU,#FD5AAE
Burtville_Terrane_greenstones,A_mwa_YBU,#3CFD41
Yamarna_Terrane_greenstones,A_og_YYA,#8EE4B4
Burtville_Terrane_greenstones,A_xmws_mus_YBU,#63FD67
Yamarna_Terrane_greenstones,A_mbs_YYA,#3CFD41
Burtville_Terrane_greenstones,A_od_YBU,#8EE4B4
Yilgarn_Craton_granites,A_xmgss_mba_Y,#FECFCB
Burtville_Terrane_greenstones,A_bb_YBU,#C4FEC6
Mapa_Igneous_Complex,A__rn_xo_mo,#A5E9C3
Tobin_Formation,A__tb_xs_c,#E3DDDB
Burtville_Terrane_greenstones,A_mbsr_YBU,#63FD67
Burtville_Terrane_greenstones,A_must_YBU,#E9E6FE
Burtville_Terrane_greenstones,A_xsty_gm_YBU,#E3DDDB
Mount_Weld_Carbonatite,P___wl_r,#B6F7F4
Yamarna_Terrane_greenstones,A_mfss_YYA,#FEE79F
Yamarna_Terrane_greenstones,A_s_YYA,#E3DDDB
Toppin_Hill_Formation,A__tp_xf_s,#FFF3CF
Yamarna_Terrane_greenstones,A_bbg_YYA,#C4FEC6
Yamarna_Terrane_greenstones,A_xmws_mgss_YYA,#63FD67
Burtville_Terrane_greenstones,A_mws_YBU,#63FD67
Palkapiti_Formation,A__lk_xf_s,#FEE79F
Yamarna_Terrane_greenstones,A_xmws_mus_YYA,#63FD67
Burtville_Terrane_greenstones,A_xmb_md_YBU,#B1FEB3
Yamarna_Terrane_greenstones,A_muts_YYA,#E9E6FE
Yamarna_Terrane_greenstones,A_xmbs_mu_YYA,#B1FEB3
Yamarna_Terrane_greenstones,A_xmb_g_YYA,#B1FEB3
Burtville_Terrane_greenstones,A_fa_YBU,#FFF3CF
Burtville_Terrane_greenstones,A_og_YBU,#8EE4B4
Burtville_Terrane_greenstones,A_bs_YBU,#8AFE8D
Burtville_Terrane_greenstones,A_xmwa_cci_YBU,#63FD67
Wartu_Monzogranite,A__wt_gm,#FECFCB
Burtville_Terrane_greenstones,A_mbs_YBU,#3CFD41
Yilgarn_Craton_granites,A_gmb_Y,#FECFCB
Point_Salvation_Monzogranite,A__ps_gmys,#FECFCB
Burtville_Terrane_greenstones,A_mrs_YBU,#FEE79F
Mount_Venn_Igneous_Complex,A__vn_o,#BCEED2
Yilgarn_Craton_granites,A_gf_Y,#FECFCB
Yamarna_Terrane_greenstones,A_mnqf_YYA,#CFDAD7
Swincer_Dolerite,A__si_o,#E8FAF0
Yamarna_Terrane_greenstones,A_mws_YYA,#63FD67
Yilgarn_Craton_granites,A_xmgss_mw_Y,#FECFCB
Burtville_Terrane_greenstones,A_xmu_mb_YBU,#DED9FE
Burtville_Terrane_greenstones,A_xax_og_YBU,#BCB3FD
Ziggy_Monzogranite,A__zi_gm,#FA99F9
Yamarna_Terrane_greenstones,A_bb_YYA,#C4FEC6
Yamarna_Terrane_greenstones,A_xmbs_mds_YYA,#63FD67
Yilgarn_Craton_granites,A_ggi_Y,#FEAEA9
Burtville_Terrane_greenstones,A_xbb_gna_YBU,#B1FEB3
Yamarna_Terrane_greenstones,A_mfas_YYA,#FDD03E
Yamarna_Terrane_greenstones,A_ms_YYA,#E7ECEB
Yamarna_Terrane_greenstones,A_xmnqf_mgss_YYA,#CFDAD7
Burtville_Terrane_greenstones,A_xu_ci_YBU,#B1A6FC
Yamarna_Terrane_greenstones,A_cc_YYA,#6BC3F9
Ngarrutji_Monzogranite,A__ng_gm,#FECFCB
Burtville_Terrane_greenstones,A_xbb_mgss_YBU,#B1FEB3
Burtville_Terrane_greenstones,A_o_YBU,#BCEED2
Burtville_Terrane_greenstones,A_xmwa_mgss_YBU,#76FE7A
Mason_Knob_Monzogranite,A__as_gmp,#FECFCB
Burtville_Terrane_greenstones,A_xbb_mu_YBU,#B1FEB3
Burtville_Terrane_greenstones,A_xcci_md_YBU,#9DD7FB
Burtville_Terrane_greenstones,A_xog_bb_YBU,#BCEED2
Burtville_Terrane_greenstones,A_xbb_cci_YBU,#B1FEB3
Burtville_Terrane_greenstones,A_xbb_og_YBU,#B1FEB3
Burtville_Terrane_greenstones,A_xmw_mf_YBU,#B1FEB3
Argus_Igneous_Complex,A__gs_mo,#9FD7D6
Copperfield_Monzogranite,A__cf_mgm,#F26EB0
Forest_Belle_Gabbro,A__fb_og,#A5E9C3
Yilgarn_Craton_granites,A_gt_Y,#FECFCB
Neoproterozoic__Cambrian_sedimentary_rocks__Amadeus_Basin,P_E_s_NA,#FED3AA
Neoproterozoic_sedimentary_rocks__western_Amadeus_Basin,P__sk_NA,#FED3AA
Mu_Formation,E__mu_sm,#E492D8
Aileron_Province_granitic_unit,P__g_AI,#FE6FB8
Ininti_Granite,P___it_mgn,#FDADE6
Kulail_Sandstone__Dean_Quartzite__Heavitree_Quartzite__and_Vaughan_Springs_Quartzite,P___hd_stq,#FFEDDD
Walungurru_Volcanics,P___wu_mfc,#F4BAB7
Mereenie_Sandstone,SD__me_st,#F7E8FE
Stokes_Siltstone,O__st_sk,#EED1FE
Pollock_Hills_Formation,P___ph_mfd,#F4BAB7
Waluwiya_Suite,P__WU_mgg,#F9ACE7
Lake_Mackay_Quartzite,P___lm_mtq,#CFCFD0
Mount_Webb_Granite,P___we_mgm,#FEE2FD
Rapide_Granite,P__CNra_mg,#FEDEF8
Dwarf_Well_Granite,P__CNdw_mgm,#FEDEF8
Mount_Harris_Basalt,P__TJh_mbb,#EDCCDC
Bloods_Range_Formation,P__TJb_xmh_mv,#DAD2CF
Pottoyu_Granite_Suite,P__PJO_mg,#FCB9FA
Cleland_Supersuite,A_CE_g,#F8BEE0
Tickalara_Metamorphics,P__TI_xmw_m,#DDD28C
Ashburton_Formation,P__WYa_ca,#FED8A7
Ashburton_Formation,P__WYa_bbo,#FEE2BD
Kaluweerie_Conglomerate,P___ka_sc,#FDE00B
Murchison_Supergroup,A_MU_mb,#D8FFD9
Windimurra_Igneous_Complex,A_ANwi_xmog_mg,#9FD7D6
Windimurra_Igneous_Complex__lower_zone,A_ANwl_xol_oml,#6FC3C2
Warakurna_Supersuite,P__WK_g,#FEE4F7
Buldya_Group__lower,P__BUL_sk,#FEDCBB
Skirmish_Hill_Formation,P__KRs_xf_b,#DAE59F
Ediacaran__Cambrian_sedimentary_rocks__Officer_Basin,P_E_sp_NO,#F9DF9E
Wirku_Metamorphics,P___wm_mh,#FDD7BB
Wahlgu_Formation,P___wg_sepg,#F1B13B
Lupton_Formation,P___lu_se,#D2C4C9
Shingle_Creek_Group,P__SK_xb_s,#9EFEA0
Sisters_Supersuite,A_ST_gmp,#FEBFBA
Kathleen_Valley_Gabbro,A_KV_o,#8EE4B4
Murchison_Supergroup,A_MU_mo,#D8FFD9
Barrambie_Igneous_Complex,A_ANbm_ap,#D6A8FC
Murchison_Supergroup,A_MU_xmws_mds,#D8FFD9
Walganna_Suite,A_BRG_gmp,#FCC1D8
Atley_Igneous_Complex,A_ANat_ogy,#A7F5AD
Coomb_Bore_Monzogranite,A__cm_mgm,#FE9E98
Mount_Holmes_Gabbro,P__WKho_og,#8EE4B4
Windimurra_Igneous_Complex__roof_zone,A_ANwr_xogp_od,#87CDCC
Tuckanarra_Suite,A_TU_mgmu,#FA98BE
Atley_Igneous_Complex__upper_zone,A_ANaz_xam_ogl,#D3CCFD
Mount_Kenneth_Suite,A_ANK_gt,#FEEAF2
Lady_Alma_Igneous_Complex,A_ANla_og,#7CF085
Walganna_Suite,A_BRG_gmfe,#FCC1D8
Annean_Supersuite,A_AN_map,#ABB6FA
Norie_Group,A_NO_musr,#B1A6FC
Meekatharra_Formation,A_POm_xb_f,#9EFEA0
Nannine_Tonalite,A_ANnn_mgta,#F698C6
Wattagee_Formation,A_GLw_mbms,#E3DDDB
Garden_Rock_Monzogranite,A_BRga_gmp,#FCC1D8
Munarra_Monzogranite,A_TUmu_gm,#FCBD8E
Garden_Rock_Monzogranite,A_BRga_gm,#FCC1D8
Atley_Igneous_Complex__middle_zone,A_ANam_ogy,#6FC3C2
Narndee_Igneous_Complex,A_ANna_xony_any,#D2F4E1
Wilgie_Mia_Formation,A_POw_xcib_f,#84CDFA
Illgalara_Monzogranite,A_JUig_gm,#FA98BE
Murchison_Supergroup,A_MU_fn,#FEDC6E
Coodardy_Pool_Formation,A_POc_xmtq_mi,#C8BCB8
Kantie_Murdana_Volcanics_Member,A_NOyk_xfr_cib,#F7D886
Windimurra_Igneous_Complex__middle_zone,A_ANwm_xog_oml,#6FC3C2
Windimurra_Igneous_Complex__upper_zone,A_ANwz_xoml_am,#CFEBEB
Mount_Kenneth_Suite,A_ANK_jmg_md,#FEEAF2
Ryansville_Formation,A_GLr_s,#E3DDDB
Youanmi_Terrane_greenstones,A_a_YYO,#E2F0FE
Cundimurra_Monzogranite,A_TUcu_mg,#FA98BE
Cue_Tonalite,A_ANct_gtl,#FECFCB
Telegootherra_Monzogranite,A_BRtg_gm,#FCC1D8
Wattagee_Formation,A_GLw_f,#FFF3CF
Crossroads_Granodiorite,A_SDcr_mgg,#F4BAB7
Wattagee_Formation,A_GLw_b,#D8FFD9
Gnanagooragoo_Igneous_Complex,A_ANgn_a,#EDB2CA
Narryer_Terrane_metagranitic_unit,A_mgsn_YNA,#FECFCB
Corner_Well_Gabbro,A_ANwc_xol_apl,#87CDCC
Marlomumbah_Granite,A_BRma_gfv,#FCC1D8
Gnanagooragoo_Igneous_Complex,A_ANgn_ogy,#EDB2CA
Gnanagooragoo_Igneous_Complex,A_ANgn_od,#EDB2CA
Windimurra_Igneous_Complex__ultramafic_zone,A_ANwu_xmad_oa,#A699FC
Wattagee_Formation,A_GLw_mus,#E9E6FE
Atley_Igneous_Complex,A_ANat_masr,#A897FC
Youanmi_Igneous_Complex__border_zone,A_ANyb_od,#45D555
Hydrothermal_unit,zq,#000000
Atley_Igneous_Complex__middle_zone,A_ANam_mat,#BCB3FD
Annean_Supersuite,A_AN_gt,#EDB2CA
Narryer_Terrane_metagranitic_unit,A_mgms_YNA,#FECFCB
Narryer_Terrane_greenstones,A_mhs_YNA,#DAD2CF
Big_Bell_Suite,A_SDB_mgmm,#F4BAB7
Polelle_Group,A_PO_xmb_mf,#B1FEB3
Narndee_Igneous_Complex__middle_zone,A_ANnm_xom_mat,#A5E9C3
Narndee_Igneous_Complex__ultramafic_zone,A_ANnu_xap_ao,#A699FC
Narryer_Terrane_greenstones,A_xmu_mw_YNA,#D8FFD9
Narndee_Igneous_Complex__lower_zone,A_ANnl_xom_ax,#78DEA4
Polelle_Group,A_PO_fa,#FEE79F
Atley_Igneous_Complex__upper_zone,A_ANaz_og,#9FD7D6
Youanmi_Igneous_Complex__middle_zone,A_ANym_xom_og,#8BE594
Bungarra_Igneous_Complex,A__bu_xony_any,#0CCAC5
Youanmi_Igneous_Complex__upper_zone,A_ANyz_xam_ogl,#D5DBFD
Woolgra_Andesite_Member,A_POgw_fa,#E8FBFE
Dromedary_Bore_Granite,A_THdb_mggu,#86ECD2
Eastern_Goldfields_Superterrane_greenstones,A_a_YEG,#B1A6FC
Eastern_Goldfields_Superterrane_greenstones,A_mf_YEG,#FEE286
Merougil_Formation,A__me_st,#D9D8B0
Burtville_Terrane_greenstones,A_mfas_YBU,#FDD03E
Sophie_Downs_Suite,P__SO_xmg_mv,#FC8AFA
Burtville_Terrane_greenstones,A_mb_YBU,#C4FEC6
Speewah_Basin_felsic_extrusive_unit,P__fdp_SP,#FEEDB7
Winnama_Formation,P___wi_xmd_mw,#F1EDD1
Lamboo_Province_granitic_unit,P__gnl_LM,#FE9E98
Moola_Bulla_Formation,P___mb_sz,#CE2AD0
Browns_Range_Metamorphics,P___bw_mtnf,#E2CF60
Cambrian__Ordovician_sedimentary_rocks__Ord_Basin,EO_sk_OR,#EAA8DF
Windimurra_Igneous_Complex,A_ANwi_am,#9FD7D6
Argyle_Lamproite,P___ar_i,#63EDB2
Punkerri_Sandstone,P___pu_ss,#FDB977
Yilgarn_Craton_granites,A_xmgm_mwa_Y,#FEBFBA
Hope_Campbell_Orthogneiss,A_MNhc_mgni,#FEADD7
Balpe_Lakes_Monzogranite,A__bk_gm,#FE83C2
Burtville_Terrane_greenstones,A_madt_YBU,#D3CCFD
Baseline_Orthogneiss,A_MNpb_mgni,#FEADD7
Burtville_Terrane_greenstones,A_mls_YBU,#DAD2CF
Burtville_Terrane_greenstones,A_xss_cci_YBU,#E3DDDB
Burtville_Terrane_greenstones,A_xmls_frn_YBU,#DAD2CF
Yilgarn_Craton_granites,A_mgsb_Y,#FECFCB
Burtville_Terrane_greenstones,A_xmus_mgm_YBU,#D3CCFD
Yilgarn_Craton_granites,A_xmgnb_mgmn_Y,#FECFCB
Surprise_Orthogneiss,A_MNso_mgni,#FEADD7
Hanns_Jasper_Formation,A__hj_fdvd,#FEE286
Pilbara_Craton_greenstones,A_moa_P,#8EE4B4
Glasse_Formation,A__al_bb,#8FF76B
Roundtop_Komatiite,A__rt_uk,#BFD156
Youanmi_Terrane_greenstones,A_mba_YYO,#8AFE8D
Yilgarn_Craton_granites,A_xgm_gg_Y,#FECFCB
Youanmi_Terrane_greenstones,A_bb_YYO,#8AFE8D
June_Hill_Volcanics,P__WYj_b,#EFCFA3
Youanmi_Terrane_greenstones,A_xcx_uk_YYO,#3AAFF7
Honman_Formation,A__hm_cx,#72BDFD
Youanmi_Terrane_greenstones,A_xmba_mus_YYO,#3CFD41
Pilbara_Supergroup,A_PI_ma,#A699FC
Leilira_Formation,A_SSl_s,#DAD2CF
Tambourah_Monzogranite,A_SRta_gmd,#FE9E98
Gregory_Range_Suite,A_GR_mg,#FEAEA9
Fortescue_Group,A_FO_mos,#8EE4B4
Minnamonica_Monzogranite,A_SRmi_gmp,#FD7E75
Poocatche_Monzogranite,A_SRpo_gmv,#FD7E75
Mallindra_Well_Granodiorite,A_STml_ggh,#FEBFBA
Kangaroo_Caves_Formation,A_SSc_xf_s,#FEE79F
Callina_Supersuite,A_CL_mg,#EB3BA0
Table_Top_Formation,A_WAt_mwa,#62D895
Sisters_Supersuite,A_ST_gm,#FEBFBA
Pilbara_Craton_greenstones,A_ma_P,#A699FC
Motherin_Monzogranite,A_CLmo_xmgm_mgg,#EB3BA0
Paddy_Market_Formation,A_SOp_xca_f,#9DD7FB
Cookes_Creek_Monzogranite,A_SRco_gm,#FD7E75
Carbana_Monzogranite,A_EMca_gmp,#F492CA
Gobbos_Granodiorite,A_EMgo_gg,#F492CA
Farrel_Quartzite,A_GCf_stq,#BEBD78
Pincunah_Monzogranite,A_STpi_gmp,#FEBFBA
Beabea_Monzogranite,A_STbe_gm,#FEBFBA
Woodstock_Monzogranite,A_STwo_gm,#FEBFBA
Bridget_Suite,P__BG_gmh,#FE98CC
Charteris_Basalt,A_KEc_b,#B1FEB3
Wyman_Formation,A_KEw_xf_s,#FED473
Euro_Basalt,A_KEe_b,#B1FEB3
Mosquito_Creek_Formation,A_NUq_mh,#FAD0B4
Kunagunarrina_Formation,A_SSk_b,#D8FEBE
Lalla_Rookh_Sandstone,A_CDl_st,#FBDAC3
Tambina_Supersuite,A_TA_jmgg_mwa,#F066B6
Bellary_Formation,A_FOb_xs_b,#EEEFE2
Pilbara_Supergroup,A_PI_mwa,#8AFE8D
Petroglyph_Gneiss,A_TApe_mgtn,#F066B6
Split_Rock_Supersuite,A_SR_g,#FD7E75
Homeward_Bound_Granite,A_CLho_gf,#EB3BA0
Pear_Creek_Formation,A_FOe_xs_b,#EEEFE2
Zulu_Granodiorite,A_EMzu_gg,#F492CA
Walgunya_Trondhjemite,A_EMwa_gt,#F492CA
Strutton_Intrusion,A_WAst_xo_a,#A5E9C3
Bullgarina_Monzogranite,A_CEbu_gm,#F8BEE0
Johansen_Monzogranite,A_EMjh_gm,#F492CA
Mount_Ada_Basalt,A_WAm_b,#B1FEB3
Wolline_Monzogranite,A_CEwo_gmp,#F8BEE0
Cattle_Well_Formation,A_CDa_s,#FEE79F
Warrawoona_Group,A_WA_mus,#DED9FE
Numbana_Monzogranite,A_SRnu_gmp,#FEBFBA
Cockeraga_Leucogranite,A_EHco_gtl,#FD7E75
Wilson_Well_Gneiss,A_TAww_mgtn,#F066B6
Warrawoona_Group,A_WA_mwa,#D4EFB9
Kadgewarrina_Monzogranite,A_SRkd_gmv,#FD7E75
Kimmys_Bore_Monzogranite,A_SRkb_gme,#FD7E75
McPhee_Formation,A_WAh_xu_s,#63FD67
Marble_Bar_Chert_Member,A_WAdm_ccb,#6BC3F9
Mulgandinnah_Monzogranite,A_STmg_gme,#FE9E98
Cooglegong_Monzogranite,A_SRcg_gm,#FD7E75
Mondana_Monzogranite,A_SRmn_gm,#FD7E75
Dalton_Suite,A_DA_ma,#A699FC
Coucal_Formation,A_WAc_f,#FEEDB7
Elsie_Creek_Tonalite,A_EMel_mgtn,#F492CA
Cardinal_Formation,A_SOa_sh,#DFF3CA
Gillam_Monzogranite,A_SRgi_gmp,#FD7E75
Fig_Tree_Gneiss,A_TAft_mgtn,#F066B6
North_Pole_Monzogranite,A_TAno_gm,#F066B6
Pilbara_Craton_greenstones,A_mwa_P,#63FD67
North_Shaw_Tonalite,A_CLns_mgta,#EB3BA0
Pyramid_Hill_Formation,A_SOy_ca,#9DD7FB
Warrawoona_Group,A_WA_muts,#DED9FE
Chimingadgi_Trondhjemite,A_EMch_gt,#F492CA
Kavir_Granodiorite,A_CEka_mggb,#F8BEE0
Pilbara_Craton_greenstones,A_xmwa_g_P,#76FE7A
Wilina_Granodiorite,A_EMwi_gg,#F492CA
Spear_Hill_Monzogranite,A_SRsh_gmp,#FD7E75
Davitt_Syenogranite,A_EMda_gr,#F492CA
Coolyia_Creek_Granodiorite,A_CLco_mgg,#EB3BA0
Waltha_Woora_Formation,P__TAa_kt,#F5D06E
Pilbara_Craton_greenstones,A_mds_P,#DDE4E6
Strelley_Monzogranite,A_CEst_gm,#FFDFDD
Keep_It_Dark_Monzogranite,A_STki_gmp,#FEBFBA
Cleland_Supersuite,A_CE_mgtn,#F492CA
Pilbara_Craton_greenstones,A_mtq_P,#DAD2CF
Pilbara_Craton_greenstones,A_map_P,#9080FB
Garden_Creek_Monzogranite,A_CEgc_mgm,#F8BEE0
Coonieena_Basalt,A_DGc_b,#BFE695
Coppin_Gap_Granodiorite,A_EMco_gg,#F492CA
Moolyella_Monzogranite,A_SRmo_gm,#FD7E75
Gap_Intrusion,A_WAga_a,#B1A6FC
Pilbara_Craton_greenstones,A_mty_P,#AFBFC6
Underwood_Gneiss,A_CLun_mgtn,#EB3BA0
Kennell_Granodiorite,A_EMke_gg,#F492CA
Munganbrina_Monzogranite,A_EMmu_gm,#F492CA
Triberton_Granodiorite,A_EMtr_ggp,#F492CA
Chessman_Granodiorite,A_EMce_mgg,#F492CA
Elizabeth_Hill_Supersuite,A_EH_xgnl_gp,#FD7E75
Abydos_Monzogranite,A_STab_mgm,#FEBFBA
Double_Bar_Formation,A_WAo_b,#BCEED2
Boobina_Porphyry,A_EMbo_gmap,#F492CA
Fortescue_Group,A_FO_o,#8EE4B4
Lamil_Group,P__LA_xs_k,#D09587
Eley_Monzogranite,A_STel_gmp,#FD7E75
Dresser_Formation,A_WAr_xcc_b,#9DD7FB
Siffleetes_Granodiorite,A_CEsf_mgg,#F8BEE0
Bamboo_Springs_Monzogranite,A_STbs_gmp,#FE9E98
Coondina_Monzogranite,A_STcn_gmm,#FEBFBA
Bishop_Creek_Monzogranite,A_CEbi_gm,#F8BEE0
Mullugunya_Granodiorite,A_EMml_gg,#F492CA
Nob_Well_Intrusion,A_WAno_xap_ax,#BCB3FD
Pilbara_Craton_greenstones,A_mu_P,#B1A6FC
Gregory_Range_Suite,A_GR_gv,#FEAEA9
Lady_Adelaide_Orthogneiss,A_TAla_mggn,#F066B6
Joorina_Granodiorite,A_EMjo_gg,#F492CA
Jenkin_Granodiorite,A_EMje_gg,#F492CA
Cotton_Well_Granodiorite,A_EMcw_ggv,#F492CA
