,X,Y,Z,dip,strike,feature_name,coord,random
2704,9500.0,1000.0,7500.0,60.401242,439.692305,s0,,0.27701160266830005
2708,9500.0,1000.0,8000.0,60.401242,439.692305,s0,,0.07211419973580324
2712,9500.0,1000.0,8500.0,60.401242,439.692305,s0,,0.9656620099380941
2716,9500.0,1000.0,9000.0,60.401242,439.692305,s0,,0.2330562450566548
2720,9500.0,1000.0,9500.0,60.401242,439.692305,s0,,0.12262513121465113
2820,500.0,1500.0,5500.0,69.965373,399.166448,s0,,0.20920508582796937
2824,500.0,1500.0,6000.0,69.965373,399.166448,s0,,0.4722073853625346
2828,500.0,1500.0,6500.0,69.965373,399.166448,s0,,0.468713433818466
2832,500.0,1500.0,7000.0,69.965373,399.166448,s0,,0.5825255067354275
2836,500.0,1500.0,7500.0,69.965373,399.166448,s0,,0.29347919888422414
2840,500.0,1500.0,8000.0,69.965373,399.166448,s0,,0.9791630168561626
2844,500.0,1500.0,8500.0,69.965373,399.166448,s0,,0.7576247473695891
2848,500.0,1500.0,9000.0,69.965373,399.166448,s0,,0.4044063252045529
2852,500.0,1500.0,9500.0,69.965373,399.166448,s0,,0.27225473699312264
2864,1000.0,1500.0,5500.0,71.162932,396.218364,s0,,0.22123216058319162
2868,1000.0,1500.0,6000.0,71.162932,396.218364,s0,,0.42554976073803497
2872,1000.0,1500.0,6500.0,71.162932,396.218364,s0,,0.7550795574680638
2876,1000.0,1500.0,7000.0,71.162932,396.218364,s0,,0.0234181114219425
2880,1000.0,1500.0,7500.0,71.162932,396.218364,s0,,0.575393206949204
2884,1000.0,1500.0,8000.0,71.162932,396.218364,s0,,0.6819286490604891
2888,1000.0,1500.0,8500.0,71.162932,396.218364,s0,,0.0534924302812837
2892,1000.0,1500.0,9000.0,71.162932,396.218364,s0,,0.4341975281839584
2896,1000.0,1500.0,9500.0,71.162932,396.218364,s0,,0.8778941621321634
2908,1500.0,1500.0,5500.0,71.151072,396.246797,s0,,0.3294087593008346
2912,1500.0,1500.0,6000.0,71.151072,396.246797,s0,,0.4303211959286667
2916,1500.0,1500.0,6500.0,71.151072,396.246797,s0,,0.6755461623605975
2920,1500.0,1500.0,7000.0,71.151072,396.246797,s0,,0.4830598859266012
2924,1500.0,1500.0,7500.0,71.151072,396.246797,s0,,0.6769348748543286
2928,1500.0,1500.0,8000.0,71.151072,396.246797,s0,,0.6342968761139636
2932,1500.0,1500.0,8500.0,71.151072,396.246797,s0,,0.8266350826189367
2936,1500.0,1500.0,9000.0,71.151072,396.246797,s0,,0.024218863765063547
2940,1500.0,1500.0,9500.0,71.151072,396.246797,s0,,0.07438593428341989
2952,2000.0,1500.0,5500.0,70.370847,398.150099,s0,,0.26331811888962453
2956,2000.0,1500.0,6000.0,70.370847,398.150099,s0,,0.2827953216489113
2960,2000.0,1500.0,6500.0,70.370847,398.150099,s0,,0.21265291042018952
2964,2000.0,1500.0,7000.0,70.370847,398.150099,s0,,0.45864586364224924
2968,2000.0,1500.0,7500.0,70.370847,398.150099,s0,,0.356558606844702
2972,2000.0,1500.0,8000.0,70.370847,398.150099,s0,,0.764416377157577
2976,2000.0,1500.0,8500.0,70.370847,398.150099,s0,,0.8897535217339698
2980,2000.0,1500.0,9000.0,70.370847,398.150099,s0,,0.8368689912492997
2984,2000.0,1500.0,9500.0,70.370847,398.150099,s0,,0.869988623116852
2996,2500.0,1500.0,5500.0,67.479139,405.90205699999996,s0,,0.9232438960949196
3000,2500.0,1500.0,6000.0,67.479139,405.90205699999996,s0,,0.4737218087280233
3004,2500.0,1500.0,6500.0,67.479139,405.90205699999996,s0,,0.6224235159163782
3008,2500.0,1500.0,7000.0,67.479139,405.90205699999996,s0,,0.24787666195233227
3012,2500.0,1500.0,7500.0,67.479139,405.90205699999996,s0,,0.5324252223345516
3016,2500.0,1500.0,8000.0,67.479139,405.90205699999996,s0,,0.716359451080315
3020,2500.0,1500.0,8500.0,67.479139,405.90205699999996,s0,,0.4060514741086384
3024,2500.0,1500.0,9000.0,67.479139,405.90205699999996,s0,,0.23510208132720722
3028,2500.0,1500.0,9500.0,67.479139,405.90205699999996,s0,,0.3427496806711974
3040,3000.0,1500.0,5500.0,64.030744,417.522113,s0,,0.9443873918427885
3044,3000.0,1500.0,6000.0,64.030744,417.522113,s0,,0.45038035587354475
3048,3000.0,1500.0,6500.0,64.030744,417.522113,s0,,0.4577189175444337
3052,3000.0,1500.0,7000.0,64.030744,417.522113,s0,,0.9292305912796355
3056,3000.0,1500.0,7500.0,64.030744,417.522113,s0,,0.41146218470718643
3060,3000.0,1500.0,8000.0,64.030744,417.522113,s0,,0.6788390124706714
3064,3000.0,1500.0,8500.0,64.030744,417.522113,s0,,0.2103217385692039
3068,3000.0,1500.0,9000.0,64.030744,417.522113,s0,,0.30028644074532873
3072,3000.0,1500.0,9500.0,64.030744,417.522113,s0,,0.29052365773754785
3084,3500.0,1500.0,5500.0,64.030744,417.522113,s0,,0.9420408714051185
3088,3500.0,1500.0,6000.0,64.030744,417.522113,s0,,0.5863319811618265
3092,3500.0,1500.0,6500.0,64.030744,417.522113,s0,,0.3497097330396629
3096,3500.0,1500.0,7000.0,64.030744,417.522113,s0,,0.9762907108999811
3100,3500.0,1500.0,7500.0,64.030744,417.522113,s0,,0.8755181476426733
3104,3500.0,1500.0,8000.0,64.030744,417.522113,s0,,0.1672037275450584
3108,3500.0,1500.0,8500.0,64.030744,417.522113,s0,,0.7277568012411212
3112,3500.0,1500.0,9000.0,64.030744,417.522113,s0,,0.2898809416051714
3116,3500.0,1500.0,9500.0,64.030744,417.522113,s0,,0.05795986545823928
3128,4000.0,1500.0,5500.0,60.583216,437.580212,s0,,0.9613556628673111
3132,4000.0,1500.0,6000.0,60.583216,437.580212,s0,,0.10462507176716307
3136,4000.0,1500.0,6500.0,60.583216,437.580212,s0,,0.8990494485650994
3140,4000.0,1500.0,7000.0,60.583216,437.580212,s0,,0.21013683429470853
3144,4000.0,1500.0,7500.0,60.583216,437.580212,s0,,0.7442261313296783
3148,4000.0,1500.0,8000.0,60.583216,437.580212,s0,,0.27665973196273796
3152,4000.0,1500.0,8500.0,60.583216,437.580212,s0,,0.46444372863254657
3156,4000.0,1500.0,9000.0,60.583216,437.580212,s0,,0.8078858741135363
3160,4000.0,1500.0,9500.0,60.583216,437.580212,s0,,0.6174845525702403
3172,4500.0,1500.0,5500.0,60.401194999999994,100.307098,s0,,0.0869122975400397
3176,4500.0,1500.0,6000.0,60.401194999999994,100.307098,s0,,0.8964768672947174
3180,4500.0,1500.0,6500.0,60.401194999999994,100.307098,s0,,0.04705401605562609
3184,4500.0,1500.0,7000.0,60.401194999999994,100.307098,s0,,0.27395561030470006
3188,4500.0,1500.0,7500.0,60.401194999999994,100.307098,s0,,0.8282766398640834
3192,4500.0,1500.0,8000.0,60.401194999999994,100.307098,s0,,0.24472692014738817
3196,4500.0,1500.0,8500.0,60.401194999999994,100.307098,s0,,0.2703135398031433
3200,4500.0,1500.0,9000.0,60.401194999999994,100.307098,s0,,0.5388912647283124
3204,4500.0,1500.0,9500.0,60.401194999999994,100.307098,s0,,0.47698169191173734
3216,5000.0,1500.0,5500.0,64.030744,122.47788700000001,s0,,0.34405249342379196
3220,5000.0,1500.0,6000.0,64.030744,122.47788700000001,s0,,0.8604692733241167
3224,5000.0,1500.0,6500.0,64.030744,122.47788700000001,s0,,0.3315714878697712
3228,5000.0,1500.0,7000.0,64.030744,122.47788700000001,s0,,0.959471850768375
3232,5000.0,1500.0,7500.0,64.030744,122.47788700000001,s0,,0.6171828487312006
3236,5000.0,1500.0,8000.0,64.030744,122.47788700000001,s0,,0.7494368885855055
3240,5000.0,1500.0,8500.0,64.030744,122.47788700000001,s0,,0.3515856031157899
3244,5000.0,1500.0,9000.0,64.030744,122.47788700000001,s0,,0.9031236233023977
3248,5000.0,1500.0,9500.0,64.030744,122.47788700000001,s0,,0.720245007854108
3260,5500.0,1500.0,5500.0,67.922044,135.37123799999998,s0,,0.6337689213268702
3264,5500.0,1500.0,6000.0,67.922044,135.37123799999998,s0,,0.49437377339388866
3268,5500.0,1500.0,6500.0,67.922044,135.37123799999998,s0,,0.4914100848600724
3272,5500.0,1500.0,7000.0,67.922044,135.37123799999998,s0,,0.7518133128716904
3276,5500.0,1500.0,7500.0,67.922044,135.37123799999998,s0,,0.644020703289795
3280,5500.0,1500.0,8000.0,67.922044,135.37123799999998,s0,,0.33111014620771384
3284,5500.0,1500.0,8500.0,67.922044,135.37123799999998,s0,,0.12209738239124124
3288,5500.0,1500.0,9000.0,67.922044,135.37123799999998,s0,,0.7564395325140357
3292,5500.0,1500.0,9500.0,67.922044,135.37123799999998,s0,,0.9900428255889057
3304,6000.0,1500.0,5500.0,69.965373,140.833552,s0,,0.8566633609706062
3308,6000.0,1500.0,6000.0,69.965373,140.833552,s0,,0.47689787880626033
3312,6000.0,1500.0,6500.0,69.965373,140.833552,s0,,0.6074417708332908
3316,6000.0,1500.0,7000.0,69.965373,140.833552,s0,,0.1057679483644991
3320,6000.0,1500.0,7500.0,69.965373,140.833552,s0,,0.28851086734374254
3324,6000.0,1500.0,8000.0,69.965373,140.833552,s0,,0.44096064424364734
3328,6000.0,1500.0,8500.0,69.965373,140.833552,s0,,0.03798631214909254
3332,6000.0,1500.0,9000.0,69.965373,140.833552,s0,,0.07777990790518197
3336,6000.0,1500.0,9500.0,69.965373,140.833552,s0,,0.43189985825823274
3348,6500.0,1500.0,5500.0,71.162932,143.78163600000002,s0,,0.37302063641301964
3352,6500.0,1500.0,6000.0,71.162932,143.78163600000002,s0,,0.7328498771024814
3356,6500.0,1500.0,6500.0,71.162932,143.78163600000002,s0,,0.1091224998920125
3360,6500.0,1500.0,7000.0,71.162932,143.78163600000002,s0,,0.9193405015681418
3364,6500.0,1500.0,7500.0,71.162932,143.78163600000002,s0,,0.4548851932707134
3368,6500.0,1500.0,8000.0,71.162932,143.78163600000002,s0,,0.3553082899675034
3372,6500.0,1500.0,8500.0,71.162932,143.78163600000002,s0,,0.7479680161534393
3376,6500.0,1500.0,9000.0,71.162932,143.78163600000002,s0,,0.3107541142809245
3380,6500.0,1500.0,9500.0,71.162932,143.78163600000002,s0,,0.09736740972224056
3392,7000.0,1500.0,5500.0,71.525701,144.644505,s0,,0.9876440755240481
3396,7000.0,1500.0,6000.0,71.525701,144.644505,s0,,0.314003221287096
3400,7000.0,1500.0,6500.0,71.525701,144.644505,s0,,0.8898270903120535
3404,7000.0,1500.0,7000.0,71.525701,144.644505,s0,,0.756027929608993
3408,7000.0,1500.0,7500.0,71.525701,144.644505,s0,,0.25134457160237866
3412,7000.0,1500.0,8000.0,71.525701,144.644505,s0,,0.6170319714445636
3416,7000.0,1500.0,8500.0,71.525701,144.644505,s0,,0.6457843500694517
3420,7000.0,1500.0,9000.0,71.525701,144.644505,s0,,0.8300444469778192
3424,7000.0,1500.0,9500.0,71.525701,144.644505,s0,,0.041405334500748125
3436,7500.0,1500.0,5500.0,70.370847,141.849901,s0,,0.5078283036573192
3440,7500.0,1500.0,6000.0,70.370847,141.849901,s0,,0.8099900640564405
3444,7500.0,1500.0,6500.0,70.370847,141.849901,s0,,0.18409913622378948
3448,7500.0,1500.0,7000.0,70.370847,141.849901,s0,,0.9389099978478908
3452,7500.0,1500.0,7500.0,70.370847,141.849901,s0,,0.6808654806798232
3456,7500.0,1500.0,8000.0,70.370847,141.849901,s0,,0.41343331683425755
3460,7500.0,1500.0,8500.0,70.370847,141.849901,s0,,0.463518678920696
3464,7500.0,1500.0,9000.0,70.370847,141.849901,s0,,0.1367065434814293
3468,7500.0,1500.0,9500.0,70.370847,141.849901,s0,,0.6125251587653723
3480,8000.0,1500.0,5500.0,67.479139,134.097943,s0,,0.44966578350971587
3484,8000.0,1500.0,6000.0,67.479139,134.097943,s0,,0.7624409800452889
3488,8000.0,1500.0,6500.0,67.479139,134.097943,s0,,0.5351722045396885
3492,8000.0,1500.0,7000.0,67.479139,134.097943,s0,,0.4783566332712189
3496,8000.0,1500.0,7500.0,67.479139,134.097943,s0,,0.6094534010324817
3500,8000.0,1500.0,8000.0,67.479139,134.097943,s0,,0.9422057996425288
3504,8000.0,1500.0,8500.0,67.479139,134.097943,s0,,0.8735674189889997
3508,8000.0,1500.0,9000.0,67.479139,134.097943,s0,,0.02077812154533898
3512,8000.0,1500.0,9500.0,67.479139,134.097943,s0,,0.4510048807531044
3524,8500.0,1500.0,5500.0,64.030744,122.47788700000001,s0,,0.18339150574568597
3528,8500.0,1500.0,6000.0,64.030744,122.47788700000001,s0,,0.6915779297947358
3532,8500.0,1500.0,6500.0,64.030744,122.47788700000001,s0,,0.5300628750354883
3536,8500.0,1500.0,7000.0,64.030744,122.47788700000001,s0,,0.47142132167275574
3540,8500.0,1500.0,7500.0,64.030744,122.47788700000001,s0,,0.27417768823233113
3544,8500.0,1500.0,8000.0,64.030744,122.47788700000001,s0,,0.005895257946070709
3548,8500.0,1500.0,8500.0,64.030744,122.47788700000001,s0,,0.8926006282020428
3552,8500.0,1500.0,9000.0,64.030744,122.47788700000001,s0,,0.6791066492418735
3556,8500.0,1500.0,9500.0,64.030744,122.47788700000001,s0,,0.7730507625225441
3568,9000.0,1500.0,5500.0,60.583216,102.419788,s0,,0.14536726297099745
3572,9000.0,1500.0,6000.0,60.583216,102.419788,s0,,0.19617260833351435
3576,9000.0,1500.0,6500.0,60.583216,102.419788,s0,,0.06862954031648727
3580,9000.0,1500.0,7000.0,60.583216,102.419788,s0,,0.02411560536599977
3584,9000.0,1500.0,7500.0,60.583216,102.419788,s0,,0.1676330926655808
3588,9000.0,1500.0,8000.0,60.583216,102.419788,s0,,0.19410793614669175
3592,9000.0,1500.0,8500.0,60.583216,102.419788,s0,,0.7537152837697453
3596,9000.0,1500.0,9000.0,60.583216,102.419788,s0,,0.28673268442542355
3600,9000.0,1500.0,9500.0,60.583216,102.419788,s0,,0.07507470421996254
3612,9500.0,1500.0,5500.0,60.401242,439.692305,s0,,0.255948980324502
3616,9500.0,1500.0,6000.0,60.401242,439.692305,s0,,0.17506608819311498
3620,9500.0,1500.0,6500.0,60.401242,439.692305,s0,,0.6636783231827659
3624,9500.0,1500.0,7000.0,60.401242,439.692305,s0,,0.36322303462549754
3628,9500.0,1500.0,7500.0,60.401242,439.692305,s0,,0.8229462769169839
3632,9500.0,1500.0,8000.0,60.401242,439.692305,s0,,0.08212790100007172
3636,9500.0,1500.0,8500.0,60.401242,439.692305,s0,,0.5665653658518616
3640,9500.0,1500.0,9000.0,60.401242,439.692305,s0,,0.5500539150008014
3644,9500.0,1500.0,9500.0,60.401242,439.692305,s0,,0.5877022421326159
3744,500.0,2000.0,5500.0,69.965373,399.166448,s0,,0.7909222222110227
3748,500.0,2000.0,6000.0,69.965373,399.166448,s0,,0.5629742568774687
3752,500.0,2000.0,6500.0,69.965373,399.166448,s0,,0.7061381817096425
3756,500.0,2000.0,7000.0,69.965373,399.166448,s0,,0.9925634326850777
3760,500.0,2000.0,7500.0,69.965373,399.166448,s0,,0.6283021873907392
3764,500.0,2000.0,8000.0,69.965373,399.166448,s0,,0.14047614303392097
3768,500.0,2000.0,8500.0,69.965373,399.166448,s0,,0.6177841489057291
3772,500.0,2000.0,9000.0,69.965373,399.166448,s0,,0.19268910074568035
3776,500.0,2000.0,9500.0,69.965373,399.166448,s0,,0.47819429186408513
3788,1000.0,2000.0,5500.0,71.162932,396.218364,s0,,0.9146475123436398
3792,1000.0,2000.0,6000.0,71.162932,396.218364,s0,,0.3800713259527636
3796,1000.0,2000.0,6500.0,71.162932,396.218364,s0,,0.1053179073639523
3800,1000.0,2000.0,7000.0,71.162932,396.218364,s0,,0.465486154494001
3804,1000.0,2000.0,7500.0,71.162932,396.218364,s0,,0.6429222472997098
3808,1000.0,2000.0,8000.0,71.162932,396.218364,s0,,0.6791022010090241
3812,1000.0,2000.0,8500.0,71.162932,396.218364,s0,,0.8736605249354464
3816,1000.0,2000.0,9000.0,71.162932,396.218364,s0,,0.4006042408303244
3820,1000.0,2000.0,9500.0,71.162932,396.218364,s0,,0.5598986504564821
3832,1500.0,2000.0,5500.0,71.151072,396.246797,s0,,0.006906352188683074
3836,1500.0,2000.0,6000.0,71.151072,396.246797,s0,,0.2761340633554339
3840,1500.0,2000.0,6500.0,71.151072,396.246797,s0,,0.5963617953392633
3844,1500.0,2000.0,7000.0,71.151072,396.246797,s0,,0.6009721155797937
3848,1500.0,2000.0,7500.0,71.151072,396.246797,s0,,0.013256610891304588
3852,1500.0,2000.0,8000.0,71.151072,396.246797,s0,,0.11717975195425434
3856,1500.0,2000.0,8500.0,71.151072,396.246797,s0,,0.28811182576421857
3860,1500.0,2000.0,9000.0,71.151072,396.246797,s0,,0.7650880774619896
3864,1500.0,2000.0,9500.0,71.151072,396.246797,s0,,0.44000816337424264
3876,2000.0,2000.0,5500.0,70.370847,398.150099,s0,,0.7407326754510583
3880,2000.0,2000.0,6000.0,70.370847,398.150099,s0,,0.7373171745197201
3884,2000.0,2000.0,6500.0,70.370847,398.150099,s0,,0.9342506066235504
3888,2000.0,2000.0,7000.0,70.370847,398.150099,s0,,0.7082263062626342
3892,2000.0,2000.0,7500.0,70.370847,398.150099,s0,,0.7841502395183518
3896,2000.0,2000.0,8000.0,70.370847,398.150099,s0,,0.23567454935147514
3900,2000.0,2000.0,8500.0,70.370847,398.150099,s0,,0.4012679132399585
3904,2000.0,2000.0,9000.0,70.370847,398.150099,s0,,0.6378701081457183
3908,2000.0,2000.0,9500.0,70.370847,398.150099,s0,,0.2731750490772249
3920,2500.0,2000.0,5500.0,67.479139,405.90205699999996,s0,,0.6277924104235836
3924,2500.0,2000.0,6000.0,67.479139,405.90205699999996,s0,,0.8855695524858783
3928,2500.0,2000.0,6500.0,67.479139,405.90205699999996,s0,,0.051633482928758245
3932,2500.0,2000.0,7000.0,67.479139,405.90205699999996,s0,,0.4882428491928419
3936,2500.0,2000.0,7500.0,67.479139,405.90205699999996,s0,,0.6324945504622339
3940,2500.0,2000.0,8000.0,67.479139,405.90205699999996,s0,,0.12780190660975854
3944,2500.0,2000.0,8500.0,67.479139,405.90205699999996,s0,,0.826103962848632
3948,2500.0,2000.0,9000.0,67.479139,405.90205699999996,s0,,0.16878350874197723
3952,2500.0,2000.0,9500.0,67.479139,405.90205699999996,s0,,0.3117269956293037
3964,3000.0,2000.0,5500.0,64.030744,417.522113,s0,,0.1665310045727405
3968,3000.0,2000.0,6000.0,64.030744,417.522113,s0,,0.580573627393701
3972,3000.0,2000.0,6500.0,64.030744,417.522113,s0,,0.41522392330500835
3976,3000.0,2000.0,7000.0,64.030744,417.522113,s0,,0.22897011989797278
3980,3000.0,2000.0,7500.0,64.030744,417.522113,s0,,0.5967401809459932
3984,3000.0,2000.0,8000.0,64.030744,417.522113,s0,,0.4347247759018106
3988,3000.0,2000.0,8500.0,64.030744,417.522113,s0,,0.20940230051330544
3992,3000.0,2000.0,9000.0,64.030744,417.522113,s0,,0.2684560228043701
3996,3000.0,2000.0,9500.0,64.030744,417.522113,s0,,0.7812550933893236
4008,3500.0,2000.0,5500.0,64.030744,417.522113,s0,,0.5695837118868421
4012,3500.0,2000.0,6000.0,64.030744,417.522113,s0,,0.7658350857698656
4016,3500.0,2000.0,6500.0,64.030744,417.522113,s0,,0.446179491214335
4020,3500.0,2000.0,7000.0,64.030744,417.522113,s0,,0.35388130844005117
4024,3500.0,2000.0,7500.0,64.030744,417.522113,s0,,0.4482454700185071
4028,3500.0,2000.0,8000.0,64.030744,417.522113,s0,,0.2779333876923208
4032,3500.0,2000.0,8500.0,64.030744,417.522113,s0,,0.8331265055389352
4036,3500.0,2000.0,9000.0,64.030744,417.522113,s0,,0.8547834058307893
4040,3500.0,2000.0,9500.0,64.030744,417.522113,s0,,0.1572326674866058
4052,4000.0,2000.0,5500.0,60.583216,437.580212,s0,,0.7790452782198494
4056,4000.0,2000.0,6000.0,60.583216,437.580212,s0,,0.7814736796927166
4060,4000.0,2000.0,6500.0,60.583216,437.580212,s0,,0.9783847746760341
4064,4000.0,2000.0,7000.0,60.583216,437.580212,s0,,0.5056666059489516
4068,4000.0,2000.0,7500.0,60.583216,437.580212,s0,,0.8826086122754225
4072,4000.0,2000.0,8000.0,60.583216,437.580212,s0,,0.3854091260307969
4076,4000.0,2000.0,8500.0,60.583216,437.580212,s0,,0.20311267901686947
4080,4000.0,2000.0,9000.0,60.583216,437.580212,s0,,0.9467585156718072
4084,4000.0,2000.0,9500.0,60.583216,437.580212,s0,,0.21677054256604333
4096,4500.0,2000.0,5500.0,60.401194999999994,100.307098,s0,,0.2734137465150581
4100,4500.0,2000.0,6000.0,60.401194999999994,100.307098,s0,,0.6795084855631881
4104,4500.0,2000.0,6500.0,60.401194999999994,100.307098,s0,,0.9811320593319375
4108,4500.0,2000.0,7000.0,60.401194999999994,100.307098,s0,,0.8506971984543226
4112,4500.0,2000.0,7500.0,60.401194999999994,100.307098,s0,,0.5511605982444872
4116,4500.0,2000.0,8000.0,60.401194999999994,100.307098,s0,,0.6975366291700061
4120,4500.0,2000.0,8500.0,60.401194999999994,100.307098,s0,,0.8371677597660829
4124,4500.0,2000.0,9000.0,60.401194999999994,100.307098,s0,,0.3933021128122851
4128,4500.0,2000.0,9500.0,60.401194999999994,100.307098,s0,,0.5025429647703746
4140,5000.0,2000.0,5500.0,64.030744,122.47788700000001,s0,,0.42787976970782293
4144,5000.0,2000.0,6000.0,64.030744,122.47788700000001,s0,,0.6658422074553773
4148,5000.0,2000.0,6500.0,64.030744,122.47788700000001,s0,,0.7936839712161042
4152,5000.0,2000.0,7000.0,64.030744,122.47788700000001,s0,,0.19027575586289958
4156,5000.0,2000.0,7500.0,64.030744,122.47788700000001,s0,,0.6184969258430767
4160,5000.0,2000.0,8000.0,64.030744,122.47788700000001,s0,,0.7540550694495965
4164,5000.0,2000.0,8500.0,64.030744,122.47788700000001,s0,,0.9019283278161511
4168,5000.0,2000.0,9000.0,64.030744,122.47788700000001,s0,,0.40301622142506777
4172,5000.0,2000.0,9500.0,64.030744,122.47788700000001,s0,,0.3451143397852674
4184,5500.0,2000.0,5500.0,67.922044,135.37123799999998,s0,,0.13822473086339382
4188,5500.0,2000.0,6000.0,67.922044,135.37123799999998,s0,,0.45646230794001585
4192,5500.0,2000.0,6500.0,67.922044,135.37123799999998,s0,,0.30600941116232727
4196,5500.0,2000.0,7000.0,67.922044,135.37123799999998,s0,,0.3499573959572072
4200,5500.0,2000.0,7500.0,67.922044,135.37123799999998,s0,,0.9815407047223147
4204,5500.0,2000.0,8000.0,67.922044,135.37123799999998,s0,,0.9889383807060734
4208,5500.0,2000.0,8500.0,67.922044,135.37123799999998,s0,,0.6660294089541883
4212,5500.0,2000.0,9000.0,67.922044,135.37123799999998,s0,,0.7179669892381084
4216,5500.0,2000.0,9500.0,67.922044,135.37123799999998,s0,,0.749414965133674
4228,6000.0,2000.0,5500.0,69.965373,140.833552,s0,,0.6949191411978506
4232,6000.0,2000.0,6000.0,69.965373,140.833552,s0,,0.6070548226356814
4236,6000.0,2000.0,6500.0,69.965373,140.833552,s0,,0.44607144109878005
4240,6000.0,2000.0,7000.0,69.965373,140.833552,s0,,0.06565206059977802
4244,6000.0,2000.0,7500.0,69.965373,140.833552,s0,,0.4366885242174827
4248,6000.0,2000.0,8000.0,69.965373,140.833552,s0,,0.09116306985051426
4252,6000.0,2000.0,8500.0,69.965373,140.833552,s0,,0.4482221974862537
4256,6000.0,2000.0,9000.0,69.965373,140.833552,s0,,0.3036265432309416
4260,6000.0,2000.0,9500.0,69.965373,140.833552,s0,,0.10951682395467266
4272,6500.0,2000.0,5500.0,71.162932,143.78163600000002,s0,,0.46529601511485463
4276,6500.0,2000.0,6000.0,71.162932,143.78163600000002,s0,,0.9273060027306541
4280,6500.0,2000.0,6500.0,71.162932,143.78163600000002,s0,,0.5849258444460333
4284,6500.0,2000.0,7000.0,71.162932,143.78163600000002,s0,,0.1250625310540976
4288,6500.0,2000.0,7500.0,71.162932,143.78163600000002,s0,,0.19435737756558902
4292,6500.0,2000.0,8000.0,71.162932,143.78163600000002,s0,,0.39469141570963373
4296,6500.0,2000.0,8500.0,71.162932,143.78163600000002,s0,,0.24632815646267925
4300,6500.0,2000.0,9000.0,71.162932,143.78163600000002,s0,,0.5716363303618268
4304,6500.0,2000.0,9500.0,71.162932,143.78163600000002,s0,,0.14067837925625903
4316,7000.0,2000.0,5500.0,71.525701,144.644505,s0,,0.8587681653527327
4320,7000.0,2000.0,6000.0,71.525701,144.644505,s0,,0.5828210864872077
4324,7000.0,2000.0,6500.0,71.525701,144.644505,s0,,0.415835088539093
4328,7000.0,2000.0,7000.0,71.525701,144.644505,s0,,0.5066295352825437
4332,7000.0,2000.0,7500.0,71.525701,144.644505,s0,,0.4081237728036482
4336,7000.0,2000.0,8000.0,71.525701,144.644505,s0,,0.6450895099284288
4340,7000.0,2000.0,8500.0,71.525701,144.644505,s0,,0.7642904300512489
4344,7000.0,2000.0,9000.0,71.525701,144.644505,s0,,0.6526713030678334
4348,7000.0,2000.0,9500.0,71.525701,144.644505,s0,,0.3098930678904397
4360,7500.0,2000.0,5500.0,70.370847,141.849901,s0,,0.1936256838474647
4364,7500.0,2000.0,6000.0,70.370847,141.849901,s0,,0.72268386308217
4368,7500.0,2000.0,6500.0,70.370847,141.849901,s0,,0.537986664746144
4372,7500.0,2000.0,7000.0,70.370847,141.849901,s0,,0.515242873896243
4376,7500.0,2000.0,7500.0,70.370847,141.849901,s0,,0.27997605725058305
4380,7500.0,2000.0,8000.0,70.370847,141.849901,s0,,0.3937353661540234
4384,7500.0,2000.0,8500.0,70.370847,141.849901,s0,,0.11562632085716618
4388,7500.0,2000.0,9000.0,70.370847,141.849901,s0,,0.49522600891069435
4392,7500.0,2000.0,9500.0,70.370847,141.849901,s0,,0.43872245158249223
4404,8000.0,2000.0,5500.0,67.479139,134.097943,s0,,0.04160231803508685
4408,8000.0,2000.0,6000.0,67.479139,134.097943,s0,,0.16416057860944477
4412,8000.0,2000.0,6500.0,67.479139,134.097943,s0,,0.06709186582158677
4416,8000.0,2000.0,7000.0,67.479139,134.097943,s0,,0.10968317763591184
4420,8000.0,2000.0,7500.0,67.479139,134.097943,s0,,0.4463364800955377
4424,8000.0,2000.0,8000.0,67.479139,134.097943,s0,,0.2448393129099945
4428,8000.0,2000.0,8500.0,67.479139,134.097943,s0,,0.09339268327495753
4432,8000.0,2000.0,9000.0,67.479139,134.097943,s0,,0.03763713747030906
4436,8000.0,2000.0,9500.0,67.479139,134.097943,s0,,0.7620364740798654
4448,8500.0,2000.0,5500.0,64.030744,122.47788700000001,s0,,0.8620810986899633
4452,8500.0,2000.0,6000.0,64.030744,122.47788700000001,s0,,0.30629159454035737
4456,8500.0,2000.0,6500.0,64.030744,122.47788700000001,s0,,0.5765766902254047
4460,8500.0,2000.0,7000.0,64.030744,122.47788700000001,s0,,0.9126431582959079
4464,8500.0,2000.0,7500.0,64.030744,122.47788700000001,s0,,0.09056330300025361
4468,8500.0,2000.0,8000.0,64.030744,122.47788700000001,s0,,0.2591153661966128
4472,8500.0,2000.0,8500.0,64.030744,122.47788700000001,s0,,0.025754522566954763
4476,8500.0,2000.0,9000.0,64.030744,122.47788700000001,s0,,0.7685891427781004
4480,8500.0,2000.0,9500.0,64.030744,122.47788700000001,s0,,0.32982190587112636
4492,9000.0,2000.0,5500.0,60.583216,102.419788,s0,,0.18584165499070648
4496,9000.0,2000.0,6000.0,60.583216,102.419788,s0,,0.3363179738876989
4500,9000.0,2000.0,6500.0,60.583216,102.419788,s0,,0.14990490639595133
4504,9000.0,2000.0,7000.0,60.583216,102.419788,s0,,0.6028608562722284
